,country,year,sex,age,suicides_no,population,rate_per_100k
31570,Republic of Korea,2004,male,55-74,2574.0,3153226.0,81.63068552650523
31499,Republic of Korea,1998,male,75+,258.0,316200.0,81.59392789373814
13462,Estonia,1981,male,55-74,72.0,88300.0,81.54020385050963
32962,Russian Federation,1980,male,55-74,5425.0,6656600.0,81.49806207373133
31523,Republic of Korea,2000,male,75+,282.0,346040.0,81.49346896312565
23207,Lithuania,1997,male,75+,39.0,47892.0,81.43322475570032
41015,Ukraine,1982,male,75+,468.0,574800.0,81.419624217119
23312,Lithuania,2006,male,35-54,366.0,450132.0,81.30948255178481
23399,Lithuania,2013,male,75+,63.0,77510.0,81.27983486001806
31654,Republic of Korea,2011,male,55-74,3393.0,4177826.0,81.21448810936596
23374,Lithuania,2011,male,55-74,213.0,262391.0,81.17656474497983
13559,Estonia,1990,male,75+,17.0,20948.0,81.15333206033989
36142,Slovenia,1997,male,55-74,138.0,170200.0,81.08108108108108
22820,Latvia,1999,male,35-54,255.0,314600.0,81.05530832803561
21490,Kazakhstan,2001,male,55-74,582.0,718503.0,81.00174947077466
18281,Hungary,1986,female,75+,289.0,357200.0,80.90705487122061
41051,Ukraine,1986,male,75+,513.0,634300.0,80.87655683430553
33187,Russian Federation,1999,male,25-34,8101.0,10022400.0,80.82894316730523
33022,Russian Federation,1985,male,55-74,6908.0,8551400.0,80.78209416002059
23339,Lithuania,2008,male,75+,56.0,69533.0,80.53729883652366
36058,Slovenia,1990,male,55-74,116.0,144100.0,80.49965301873698
13703,Estonia,2002,male,75+,17.0,21135.0,80.43529690087531
18197,Hungary,1979,female,75+,242.0,301200.0,80.3452855245684
23026,Lithuania,1981,male,55-74,160.0,199300.0,80.28098344204716
33163,Russian Federation,1997,male,25-34,8222.0,10242100.0,80.27650579471006
21359,Kazakhstan,1990,male,75+,82.0,102200.0,80.23483365949119
23351,Lithuania,2009,male,75+,57.0,71090.0,80.18005345336897
41158,Ukraine,1995,male,55-74,3505.0,4375300.0,80.10879253994011
22931,Latvia,2008,male,75+,34.0,42462.0,80.07159342470915
23059,Lithuania,1985,male,25-34,214.0,267500.0,80.0
23291,Lithuania,2004,male,75+,48.0,60017.0,79.97733975373644
33227,Russian Federation,2002,male,75+,1297.0,1622258.0,79.9502915072695
18404,Hungary,1996,male,35-54,1146.0,1434514.0,79.88768321536074
23086,Lithuania,1987,male,55-74,185.0,231600.0,79.87910189982729
37123,Sri Lanka,1986,male,25-34,1045.0,1310300.0,79.7527283828131
22771,Latvia,1995,male,25-34,146.0,183200.0,79.6943231441048
21431,Kazakhstan,1996,male,75+,64.0,80400.0,79.60199004975124
37111,Sri Lanka,1985,male,25-34,1024.0,1288000.0,79.5031055900621
31630,Republic of Korea,2009,male,55-74,3025.0,3806592.0,79.46740811728706
21547,Kazakhstan,2006,male,25-34,944.0,1189058.0,79.39057640586077
18452,Hungary,2000,male,35-54,1090.0,1373290.0,79.37143647736457
23179,Lithuania,1995,male,25-34,226.0,284758.0,79.36563678632383
23075,Lithuania,1986,male,75+,47.0,59300.0,79.25801011804384
23038,Lithuania,1982,male,55-74,159.0,200700.0,79.22272047832585
23072,Lithuania,1986,male,35-54,334.0,422100.0,79.12816868040748
23243,Lithuania,2000,male,75+,40.0,50557.0,79.11861858891945
37199,Sri Lanka,2001,male,75+,162.0,204801.0,79.10117626378776
41156,Ukraine,1995,male,35-54,4986.0,6306200.0,79.0650470965082
32983,Russian Federation,1982,male,25-34,9468.0,11981400.0,79.02248485151986
23422,Lithuania,2015,male,55-74,216.0,273776.0,78.89661621179357
22630,Latvia,1983,male,55-74,126.0,159800.0,78.84856070087609
33235,Russian Federation,2003,male,25-34,8085.0,10260634.0,78.79630050150897
21323,Kazakhstan,1987,male,75+,78.0,99000.0,78.78787878787878
41180,Ukraine,1997,male,35-54,4994.0,6339200.0,78.7796567390207
41195,Ukraine,1998,male,75+,458.0,581400.0,78.77536979704162
36154,Slovenia,1998,male,55-74,136.0,172800.0,78.70370370370371
22967,Latvia,2011,male,75+,35.0,44766.0,78.1843363266765
13763,Estonia,2007,male,75+,21.0,26860.0,78.18317200297841
13847,Estonia,2014,male,75+,26.0,33259.0,78.17432875311945
36287,Slovenia,2009,male,75+,38.0,48622.0,78.15392209287977
18442,Hungary,1999,male,55-74,662.0,847199.0,78.13984671842152
23251,Lithuania,2001,male,25-34,190.0,243174.0,78.13335307228569
37211,Sri Lanka,2002,male,75+,165.0,211446.0,78.03410799920547
31565,Republic of Korea,2004,female,75+,695.0,890935.0,78.0079354835089
23315,Lithuania,2006,male,75+,51.0,65428.0,77.94827902427096
18454,Hungary,2000,male,55-74,659.0,845819.0,77.91265034244915
21466,Kazakhstan,1999,male,55-74,567.0,727800.0,77.90601813685079
23408,Lithuania,2014,male,35-54,309.0,396758.0,77.88122734765273
21455,Kazakhstan,1998,male,75+,58.0,74500.0,77.85234899328859
23087,Lithuania,1987,male,75+,46.0,59100.0,77.834179357022
23299,Lithuania,2005,male,25-34,172.0,221170.0,77.76823258127233
33250,Russian Federation,2004,male,55-74,7715.0,9924764.0,77.73484588651176
23147,Lithuania,1992,male,75+,41.0,52759.0,77.7118595879376
23035,Lithuania,1982,male,25-34,190.0,244500.0,77.70961145194275
23384,Lithuania,2012,male,35-54,321.0,413107.0,77.70383944111332
33106,Russian Federation,1992,male,55-74,8014.0,10319200.0,77.66105899682147
41075,Ukraine,1988,male,75+,522.0,672400.0,77.63236168947056
18392,Hungary,1995,male,35-54,1114.0,1439373.0,77.39481010134274
32959,Russian Federation,1980,male,25-34,8676.0,11210400.0,77.39242132305716
41003,Ukraine,1981,male,75+,430.0,556000.0,77.33812949640289
21272,Kazakhstan,1982,male,35-54,1138.0,1472300.0,77.29402974937173
41063,Ukraine,1987,male,75+,506.0,654800.0,77.27550397067807
41192,Ukraine,1998,male,35-54,4969.0,6430500.0,77.27237384340253
31625,Republic of Korea,2009,female,75+,920.0,1191463.0,77.21599411815558
21260,Kazakhstan,1981,male,35-54,1138.0,1474300.0,77.18917452350267
33260,Russian Federation,2005,male,35-54,15843.0,20550405.0,77.09337115253933
21500,Kazakhstan,2002,male,35-54,1414.0,1837817.0,76.93910764782348
41216,Ukraine,2000,male,35-54,5076.0,6605200.0,76.84854357173135
36190,Slovenia,2001,male,55-74,134.0,174548.0,76.76971377500745
41230,Ukraine,2001,male,55-74,3001.0,3915328.0,76.64747372378508
36166,Slovenia,1999,male,55-74,135.0,176200.0,76.61748013620885
36044,Slovenia,1989,male,35-54,210.0,274100.0,76.61437431594308
37122,Sri Lanka,1986,male,15-24,1304.0,1702300.0,76.60224402279269
41243,Ukraine,2002,male,75+,518.0,676228.0,76.60138296550868
18245,Hungary,1983,female,75+,253.0,331200.0,76.38888888888889
36202,Slovenia,2002,male,55-74,136.0,178262.0,76.2921991226397
41039,Ukraine,1985,male,75+,472.0,618800.0,76.27666451195863
36118,Slovenia,1995,male,55-74,126.0,165300.0,76.22504537205081
33311,Russian Federation,2009,male,75+,1534.0,2012787.0,76.21273388590049
32971,Russian Federation,1981,male,25-34,8916.0,11700200.0,76.20382557563119
37139,Sri Lanka,1996,male,75+,146.0,191662.0,76.17576775782366
21524,Kazakhstan,2004,male,35-54,1427.0,1874980.0,76.10747847977045
21559,Kazakhstan,2007,male,25-34,919.0,1208359.0,76.05355693134243
33247,Russian Federation,2004,male,25-34,7955.0,10461766.0,76.0387873328461
41012,Ukraine,1982,male,35-54,4724.0,6223500.0,75.90584076484294
22883,Latvia,2004,male,75+,28.0,36908.0,75.86431126043134
31511,Republic of Korea,1999,male,75+,252.0,332800.0,75.72115384615385
18394,Hungary,1995,male,55-74,668.0,882335.0,75.70820606685669
23410,Lithuania,2014,male,55-74,204.0,269618.0,75.66260412880446
22726,Latvia,1991,male,55-74,145.0,191800.0,75.59958289885297
22759,Latvia,1994,male,25-34,140.0,185300.0,75.55315704263357
33175,Russian Federation,1998,male,25-34,7634.0,10104200.0,75.5527404445676
21464,Kazakhstan,1999,male,35-54,1331.0,1761800.0,75.54773527074583
18329,Hungary,1990,female,75+,282.0,373298.0,75.54286387818847
22856,Latvia,2002,male,35-54,229.0,303155.0,75.53891573617456
23327,Lithuania,2007,male,75+,51.0,67551.0,75.49851223520007
21487,Kazakhstan,2001,male,25-34,843.0,1117605.0,75.42915430764894
22747,Latvia,1993,male,25-34,143.0,189600.0,75.42194092827005
21514,Kazakhstan,2003,male,55-74,530.0,702817.0,75.41081106461569
23375,Lithuania,2011,male,75+,56.0,74328.0,75.34172855451511
36068,Slovenia,1991,male,35-54,212.0,281600.0,75.2840909090909
18623,Hungary,2014,male,75+,179.0,237767.0,75.2837862276935
21475,Kazakhstan,2000,male,25-34,852.0,1132418.0,75.23723572037888
35996,Slovenia,1985,male,35-54,196.0,260700.0,75.18220176448024
18418,Hungary,1997,male,55-74,657.0,876617.0,74.94721183823722
18305,Hungary,1988,female,75+,282.0,376300.0,74.94020728142439
37062,Sri Lanka,1981,male,15-24,1174.0,1568000.0,74.87244897959184
18464,Hungary,2001,male,35-54,1038.0,1388219.0,74.77206406193835
41204,Ukraine,1999,male,35-54,4878.0,6525800.0,74.74945600539398
18233,Hungary,1982,female,75+,242.0,323800.0,74.73749227918468
21512,Kazakhstan,2003,male,35-54,1386.0,1855662.0,74.69032614775752
23335,Lithuania,2008,male,25-34,155.0,207780.0,74.59813264029262
22615,Latvia,1982,male,25-34,138.0,185100.0,74.55429497568882
18317,Hungary,1989,female,75+,287.0,385100.0,74.52609711763178
33323,Russian Federation,2010,male,75+,1506.0,2023458.0,74.42704518700165
21395,Kazakhstan,1993,male,75+,77.0,103700.0,74.25265188042431
31577,Republic of Korea,2005,female,75+,700.0,942895.0,74.23944341628707
31594,Republic of Korea,2006,male,55-74,2506.0,3379258.0,74.15829155394468
23386,Lithuania,2012,male,55-74,195.0,263194.0,74.0898348746552
21535,Kazakhstan,2005,male,25-34,868.0,1174447.0,73.9071239485477
13508,Estonia,1986,male,35-54,139.0,188200.0,73.8575982996812
36214,Slovenia,2003,male,55-74,134.0,181492.0,73.8324554250325
31558,Republic of Korea,2003,male,55-74,2239.0,3032808.0,73.82597249809417
33259,Russian Federation,2005,male,25-34,7796.0,10578048.0,73.69979792112873
21575,Kazakhstan,2008,male,75+,86.0,116815.0,73.62068227539271
23063,Lithuania,1985,male,75+,44.0,59800.0,73.57859531772576
23155,Lithuania,1993,male,25-34,217.0,294957.0,73.57004580328658
41146,Ukraine,1994,male,55-74,3174.0,4314500.0,73.56588248928033
13568,Estonia,1991,male,35-54,144.0,195753.0,73.56209100243674
36178,Slovenia,2000,male,55-74,130.0,176802.0,73.528579993439
23027,Lithuania,1981,male,75+,39.0,53100.0,73.44632768361582
31618,Republic of Korea,2008,male,55-74,2686.0,3658864.0,73.41076355939987
41255,Ukraine,2003,male,75+,531.0,723626.0,73.38044791093742
41000,Ukraine,1981,male,35-54,4608.0,6286600.0,73.29876244710972
37147,Sri Lanka,1997,male,25-34,1109.0,1514832.0,73.20943840637113
13676,Estonia,2000,male,35-54,136.0,185960.0,73.13400731340073
21499,Kazakhstan,2002,male,25-34,825.0,1128226.0,73.12364721252656
41144,Ukraine,1994,male,35-54,4618.0,6326300.0,72.99685440146689
37186,Sri Lanka,2000,male,55-74,729.0,999107.0,72.96515788599218
21467,Kazakhstan,1999,male,75+,55.0,75400.0,72.94429708222812
37099,Sri Lanka,1984,male,25-34,925.0,1269000.0,72.89204097714736
18416,Hungary,1997,male,35-54,1039.0,1425819.0,72.87039939852113
23324,Lithuania,2007,male,35-54,326.0,447405.0,72.86463048021368
21371,Kazakhstan,1991,male,75+,74.0,101600.0,72.83464566929133
36250,Slovenia,2006,male,55-74,142.0,194970.0,72.831717700159
31606,Republic of Korea,2007,male,55-74,2553.0,3510578.0,72.72306725559153
22594,Latvia,1980,male,55-74,111.0,152800.0,72.64397905759162
13688,Estonia,2001,male,35-54,135.0,185880.0,72.62750161394447
22859,Latvia,2002,male,75+,24.0,33070.0,72.5733293014817
18490,Hungary,2003,male,55-74,645.0,888834.0,72.56698101107744
23122,Lithuania,1990,male,55-74,183.0,252488.0,72.47869205665219
18341,Hungary,1991,female,75+,263.0,363039.0,72.4440073931451
18269,Hungary,1985,female,75+,253.0,349300.0,72.43057543658746
41111,Ukraine,1991,male,75+,482.0,667000.0,72.26386806596702
13591,Estonia,1993,male,25-34,75.0,103964.0,72.14035627717287
18476,Hungary,2002,male,35-54,997.0,1382754.0,72.10248533000085
41099,Ukraine,1990,male,75+,494.0,688400.0,71.76060429982567
13690,Estonia,2001,male,55-74,84.0,117120.0,71.72131147540983
23338,Lithuania,2008,male,55-74,190.0,264954.0,71.71056107852684
31637,Republic of Korea,2010,female,75+,914.0,1275018.0,71.68526248256887
13835,Estonia,2013,male,75+,23.0,32101.0,71.64885829101897
33262,Russian Federation,2005,male,55-74,7144.0,9977150.0,71.60361425858086
13522,Estonia,1987,male,55-74,75.0,104800.0,71.56488549618321
37162,Sri Lanka,1998,male,55-74,677.0,946470.0,71.52894439337749
13603,Estonia,1994,male,25-34,71.0,99295.0,71.50410393272571
21296,Kazakhstan,1985,male,35-54,1071.0,1501200.0,71.34292565947241
31553,Republic of Korea,2003,female,75+,601.0,843447.0,71.2552181701992
22858,Latvia,2002,male,55-74,140.0,196893.0,71.10461011818602
23420,Lithuania,2015,male,35-54,275.0,387255.0,71.01264024996449
41387,Ukraine,2015,male,75+,669.0,942786.0,70.95989970152293
33335,Russian Federation,2011,male,75+,1485.0,2093449.0,70.93557091670253
33271,Russian Federation,2006,male,25-34,7584.0,10691395.0,70.9355514411356
13474,Estonia,1982,male,55-74,64.0,90300.0,70.87486157253599
21527,Kazakhstan,2004,male,75+,75.0,105970.0,70.77474757006699
13811,Estonia,2011,male,75+,21.0,29683.0,70.74756594683826
18430,Hungary,1998,male,55-74,620.0,876420.0,70.74233814837635
21427,Kazakhstan,1996,male,25-34,879.0,1243300.0,70.69894635244913
41228,Ukraine,2001,male,35-54,4698.0,6650575.0,70.64050852745815
37051,Sri Lanka,1980,male,25-34,702.0,994000.0,70.62374245472837
31601,Republic of Korea,2007,female,75+,743.0,1052764.0,70.57612152391229
37172,Sri Lanka,1999,male,35-54,1609.0,2281687.0,70.51799830563964
37138,Sri Lanka,1996,male,55-74,648.0,919081.0,70.50521118378032
37174,Sri Lanka,1999,male,55-74,683.0,968940.0,70.48940078849053
37160,Sri Lanka,1998,male,35-54,1567.0,2224435.0,70.44485453609568
22639,Latvia,1984,male,25-34,134.0,190300.0,70.41513399894903
22882,Latvia,2004,male,55-74,136.0,193166.0,70.40576498969799
41207,Ukraine,1999,male,75+,426.0,605300.0,70.37832479762102
37087,Sri Lanka,1983,male,25-34,882.0,1254000.0,70.33492822966508
31589,Republic of Korea,2006,female,75+,700.0,995303.0,70.33034161456361
41219,Ukraine,2000,male,75+,446.0,634400.0,70.30264817150062
23191,Lithuania,1996,male,25-34,196.0,278848.0,70.28918980950195
21406,Kazakhstan,1994,male,55-74,599.0,853800.0,70.15694542047318
22724,Latvia,1991,male,35-54,232.0,331000.0,70.09063444108762
41279,Ukraine,2005,male,75+,561.0,800543.0,70.07743494103377
37050,Sri Lanka,1980,male,15-24,1079.0,1541000.0,70.0194678780013
41242,Ukraine,2002,male,55-74,2738.0,3911379.0,70.000887155144
21571,Kazakhstan,2008,male,25-34,860.0,1232084.0,69.80043568457994
41231,Ukraine,2001,male,75+,467.0,669093.0,69.7959775397441
22943,Latvia,2009,male,75+,30.0,42997.0,69.7723096960253
37150,Sri Lanka,1997,male,55-74,649.0,930446.0,69.75149551935309
23387,Lithuania,2012,male,75+,53.0,76080.0,69.66351209253418
22907,Latvia,2006,male,75+,28.0,40228.0,69.60326140996321
37090,Sri Lanka,1983,male,55-74,460.0,661000.0,69.59152798789712
22847,Latvia,2001,male,75+,22.0,31641.0,69.5300401377959
22591,Latvia,1980,male,25-34,124.0,178400.0,69.5067264573991
23323,Lithuania,2007,male,25-34,146.0,210164.0,69.46955710778249
31666,Republic of Korea,2012,male,55-74,3039.0,4379584.0,69.39015212403736
18293,Hungary,1987,female,75+,253.0,366200.0,69.08793009284544
33283,Russian Federation,2007,male,25-34,7483.0,10843276.0,69.01050937004646
41254,Ukraine,2003,male,55-74,2648.0,3837902.0,68.99602960158963
37148,Sri Lanka,1997,male,35-54,1491.0,2161948.0,68.96558104080209
33272,Russian Federation,2006,male,35-54,14020.0,20336306.0,68.94074076186698
37102,Sri Lanka,1984,male,55-74,461.0,670000.0,68.80597014925372
13615,Estonia,1995,male,25-34,66.0,95952.0,68.78439219609804
22654,Latvia,1985,male,55-74,116.0,168700.0,68.76111440426793
36152,Slovenia,1998,male,35-54,200.0,291100.0,68.70491240123668
13510,Estonia,1986,male,55-74,70.0,102000.0,68.62745098039215
13520,Estonia,1987,male,35-54,130.0,189600.0,68.56540084388186
21263,Kazakhstan,1981,male,75+,66.0,96300.0,68.53582554517135
21298,Kazakhstan,1985,male,55-74,425.0,621300.0,68.40495734749719
36032,Slovenia,1988,male,35-54,185.0,270900.0,68.29088224437062
31678,Republic of Korea,2013,male,55-74,3136.0,4595358.0,68.24277890862909
18574,Hungary,2010,male,55-74,671.0,983463.0,68.22829125244162
18488,Hungary,2003,male,35-54,939.0,1377798.0,68.15222550765787
41014,Ukraine,1982,male,55-74,2126.0,3121200.0,68.11482763039857
41291,Ukraine,2006,male,75+,562.0,825192.0,68.10536214602178
36008,Slovenia,1986,male,35-54,180.0,264400.0,68.0786686838124
33371,Russian Federation,2014,male,75+,1597.0,2349484.0,67.9723718058944
18500,Hungary,2004,male,35-54,933.0,1374752.0,67.86678615488466
33092,Russian Federation,1991,male,35-54,12746.0,18782900.0,67.85959569608526
22868,Latvia,2003,male,35-54,204.0,300736.0,67.83358161310917
41315,Ukraine,2008,male,75+,554.0,818086.0,67.7190417633354
33080,Russian Federation,1990,male,35-54,12517.0,18495100.0,67.67738482084444
21415,Kazakhstan,1995,male,25-34,887.0,1311800.0,67.61701478883975
23363,Lithuania,2010,male,75+,49.0,72479.0,67.6057892630969
33103,Russian Federation,1992,male,25-34,7958.0,11773600.0,67.59190052320446
13498,Estonia,1985,male,55-74,67.0,99200.0,67.54032258064517
31613,Republic of Korea,2008,female,75+,755.0,1118039.0,67.52895024234397
21274,Kazakhstan,1982,male,55-74,355.0,526300.0,67.45202356070682
37171,Sri Lanka,1999,male,25-34,997.0,1481693.0,67.28789297108106
18295,Hungary,1987,male,25-34,547.0,813300.0,67.25685478913071
33347,Russian Federation,2012,male,75+,1486.0,2211989.0,67.17935758270045
41363,Ukraine,2012,male,75+,590.0,878262.0,67.17813135488043
21583,Kazakhstan,2009,male,25-34,848.0,1263819.0,67.09821580463658
41240,Ukraine,2002,male,35-54,4398.0,6565032.0,66.99129570122432
21404,Kazakhstan,1994,male,35-54,1246.0,1861800.0,66.92448168439145
18283,Hungary,1986,male,25-34,557.0,832700.0,66.89083703614747
33082,Russian Federation,1990,male,55-74,6401.0,9577500.0,66.83372487601149
31487,Republic of Korea,1997,male,75+,198.0,296400.0,66.80161943319838
37126,Sri Lanka,1986,male,55-74,461.0,690600.0,66.75354763973357
33068,Russian Federation,1989,male,35-54,12030.0,18058500.0,66.6168286402525
33070,Russian Federation,1989,male,55-74,6250.0,9383700.0,66.60485735903748
18512,Hungary,2005,male,35-54,912.0,1370704.0,66.53515273903045
21439,Kazakhstan,1997,male,25-34,810.0,1217700.0,66.51884700665188
41267,Ukraine,2004,male,75+,508.0,764031.0,66.4894487265569
33094,Russian Federation,1991,male,55-74,6566.0,9894400.0,66.36076972833118
33019,Russian Federation,1985,male,25-34,8413.0,12680600.0,66.34544106745737
41036,Ukraine,1985,male,35-54,4064.0,6125800.0,66.34235528420777
41327,Ukraine,2009,male,75+,532.0,802009.0,66.33342019852645
18271,Hungary,1985,male,25-34,563.0,850400.0,66.20413922859831
41375,Ukraine,2014,male,75+,608.0,919141.0,66.14871929334019
36140,Slovenia,1997,male,35-54,192.0,290500.0,66.09294320137694
41252,Ukraine,2003,male,35-54,4312.0,6534189.0,65.99135715235663
18478,Hungary,2002,male,55-74,582.0,881937.0,65.99110820840944
33359,Russian Federation,2013,male,75+,1549.0,2349484.0,65.92937002337534
21563,Kazakhstan,2007,male,75+,77.0,116899.0,65.86882693607302
21560,Kazakhstan,2007,male,35-54,1275.0,1935835.0,65.86305134476854
18466,Hungary,2001,male,55-74,579.0,879449.0,65.83667728316253
22712,Latvia,1990,male,35-54,218.0,331300.0,65.80138846966496
36104,Slovenia,1994,male,35-54,189.0,287400.0,65.76200417536535
31649,Republic of Korea,2011,female,75+,894.0,1360809.0,65.69621453120901
